links_bchighwaycam,links_imageDisplay,links_imageThumbnail,links_replayTheDay,id,highway_number,highway_locationDescription,camName,caption,credit,orientation,latitude,longitude
https://images.drivebc.ca/bchighwaycam/pub/html/www/872.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/872.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/872.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=872,872,97,Southern Interior Region,McLeese Lake - W,"Highway 97 and Beaver Lake Road junction north of McLeese Lake, looking west.",,W,52.425919 ,-122.299924 
https://images.drivebc.ca/bchighwaycam/pub/html/www/873.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/873.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/873.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=873,873,97,Southern Interior Region,McLeese Lake - S,"Highway 97 and Beaver Lake Road junction north of McLeese Lake, looking south.",,S,52.425919 ,-122.299924 
https://images.drivebc.ca/bchighwaycam/pub/html/www/874.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/874.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/874.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=874,874,5,,Wire Cache - S,"Highway 5 about 15 km south of Avola, looking south.",,S,51.683518 ,-119.422474 
https://images.drivebc.ca/bchighwaycam/pub/html/www/875.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/875.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/875.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=875,875,1,Trans Canada Highway,Blaeberry - NW,"Highway 1 near Blaeberry River Bridge, looking northwest.",,NW,51.429600 ,-117.064270 
https://images.drivebc.ca/bchighwaycam/pub/html/www/876.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/876.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/876.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=876,876,1,Trans Canada Highway,Blaeberry - SE,"Highway 1 near Blaeberry River Bridge, looking southeast.",,SE,51.429600 ,-117.064270 
https://images.drivebc.ca/bchighwaycam/pub/html/www/877.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/877.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/877.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=877,877,1,Trans Canada Highway,Squilax - W,"Highway 1 east of Squilax Bridge, looking west.",,W,50.872780 ,-119.571110 
https://images.drivebc.ca/bchighwaycam/pub/html/www/878.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/878.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/878.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=878,878,1,Trans Canada Highway,Squilax - E,"Highway 1 east of Squilax Bridge, looking east.",,E,50.872780 ,-119.571110 
https://images.drivebc.ca/bchighwaycam/pub/html/www/879.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/879.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/879.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=879,879,6,,Nelson - N,"Highway 6 near Highway 3A and Rosemont/Uphill interchange, looking north.",,N,49.482156 ,-117.292697 
https://images.drivebc.ca/bchighwaycam/pub/html/www/880.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/880.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/880.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=880,880,97,Northern Region,Link Creek,"Highway 97 about 90 km west of Chetwynd near Link Creek Bridge, looking east.",,E,55.501256 ,-122.657410 
https://images.drivebc.ca/bchighwaycam/pub/html/www/881.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/881.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/881.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=881,881,3,,Irishman - N,"Highway 3 about 21 km southwest of Moyie, looking north.",,N,49.172030 ,-116.008770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/882.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/882.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/882.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=882,882,3,,Irishman - S,"Highway 3 about 21 km southwest of Moyie, looking south.",,S,49.172030 ,-116.008770 
https://images.drivebc.ca/bchighwaycam/pub/html/www/883.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/883.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/883.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=883,883,0,Toby Creek Road,Panorama - W,"Toby Creek Road at Panorama Fire Hall, near Springs Creek Road, looking west.",,W,50.463430 ,-116.233480 
https://images.drivebc.ca/bchighwaycam/pub/html/www/884.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/884.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/884.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=884,884,0,Toby Creek Road,Panorama - E,"Toby Creek Road at Panorama Fire Hall, near Springs Hill Road, looking east.",,E,50.463430 ,-116.233480 
https://images.drivebc.ca/bchighwaycam/pub/html/www/885.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/885.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/885.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=885,885,97,Northern Region,Whiskers Point - N,"Highway 97 near Whiskers Point Provincial Park entrance on the east side of McLeod Lake, looking north.",,N,54.903890 ,-122.927500 
https://images.drivebc.ca/bchighwaycam/pub/html/www/886.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/886.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/886.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=886,886,97,Northern Region,Chetwynd - W,"Highway 97 about 9 km east of Chetwynd at Wabi Estates Road, looking west.",,W,55.678850 ,-121.530308 
https://images.drivebc.ca/bchighwaycam/pub/html/www/887.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/887.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/887.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=887,887,29,,Peace View Rest Area - NE,"Highway 29 about 29 km west of Fort St. John, looking northeast.",,NE,56.240840 ,-121.404088 
https://images.drivebc.ca/bchighwaycam/pub/html/www/888.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/888.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/888.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=888,888,97,Northern Region,Braden Road - W,"Highway 97 near Braden Road, looking west.",,W,55.781500 ,-120.762560 
https://images.drivebc.ca/bchighwaycam/pub/html/www/889.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/889.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/889.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=889,889,97,Northern Region,Braden Road - E,"Highway 97 near Braden Road, looking east.",,E,55.781500 ,-120.762560 
https://images.drivebc.ca/bchighwaycam/pub/html/www/890.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/890.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/890.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=890,890,24,,Sheridan Lake - E,"Highway 24 about 63 km west of Little Fort, looking east.",,E,51.535057 ,-120.880698 
https://images.drivebc.ca/bchighwaycam/pub/html/www/891.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/891.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/891.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=891,891,97C,,Aspen Grove - N,"Highway 97C (Okanagan Connector) at Highway 5A junction near Aspen Grove, looking north.",,N,49.953639 ,-120.617472 
https://images.drivebc.ca/bchighwaycam/pub/html/www/892.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/892.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/892.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=892,892,16,,Terrace - W,"Highway 16 at Highway 37S on the border of Terrace and Thornhill, looking west.",,W,54.511676 ,-128.558006 
https://images.drivebc.ca/bchighwaycam/pub/html/www/893.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/893.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/893.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=893,893,2,,Tupper - W,"Highway 2 about 2 km west of BC/Alberta border at Highway 2 and Highway 52 junction, looking west.",,W,55.485333 ,-120.031187 
https://images.drivebc.ca/bchighwaycam/pub/html/www/894.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/894.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/894.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=894,894,99,Whistler to Lillooet,Alpine Way - N,"Highway 99 at Alpine Way, looking north.",,N,50.148565 ,-122.961478 
https://images.drivebc.ca/bchighwaycam/pub/html/www/895.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/895.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/895.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=895,895,99,Whistler to Lillooet,Alpine Way - W,"Highway 99 at Alpine Way, looking west.",,W,50.148565 ,-122.961478 
https://images.drivebc.ca/bchighwaycam/pub/html/www/896.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/896.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/896.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=896,896,99,Whistler to Lillooet,Alpine Way - E,"Highway 99 at Alpine Way, looking east.",,E,50.148565 ,-122.961478 
https://images.drivebc.ca/bchighwaycam/pub/html/www/897.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/897.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/897.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=897,897,99,Whistler to Lillooet,Alpine Way - S,"Highway 99 at Alpine Way, looking south.",,S,50.148565 ,-122.961478 
https://images.drivebc.ca/bchighwaycam/pub/html/www/898.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/898.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/898.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=898,898,1,Fraser Valley,Herrling Island - E,"Highway 1 near Herrling Island, looking east.",,E,49.253674 ,-121.681357 
https://images.drivebc.ca/bchighwaycam/pub/html/www/899.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/899.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/899.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=899,899,1,Fraser Valley,Herrling Island - W,"Highway 1 near Herrling Island, looking west.",,W,49.253674 ,-121.681357 
https://images.drivebc.ca/bchighwaycam/pub/html/www/900.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/900.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/900.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=900,900,97,Northern Region,Whiskers Point - S,"Highway 97 near Whiskers Point Provincial Park entrance on the east side of McLeod Lake, looking south.",,S,54.903890 ,-122.927500 
https://images.drivebc.ca/bchighwaycam/pub/html/www/901.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/901.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/901.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=901,901,1,Trans Canada Highway,Golden eastbound,"Highway 1 at Highway 95 interchange, looking eastbound along Highway 1.",,SE,51.307362 ,-116.966305 
https://images.drivebc.ca/bchighwaycam/pub/html/www/902.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/902.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/902.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=902,902,1,Trans Canada Highway,Golden southbound,"Highway 1 at Highway 95 interchange, looking southbound along Highway 95.",,SW,51.307362 ,-116.966305 
https://images.drivebc.ca/bchighwaycam/pub/html/www/903.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/903.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/903.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=903,903,1,Fraser Valley,Hwy 1 at 176 Street - N,"Highway 1 at 176 Street overpass, looking north.",,N,49.181979 ,-122.735003 
https://images.drivebc.ca/bchighwaycam/pub/html/www/904.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/904.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/904.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=904,904,1,Fraser Valley,Hwy 1 at 176 Street - W,"Highway 1 at 176 Street overpass, looking west.",,W,49.181979 ,-122.735003 
https://images.drivebc.ca/bchighwaycam/pub/html/www/905.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/905.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/905.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=905,905,1,Fraser Valley,Hwy 1 at 176 Street - E,"Highway 1 at 176 Street overpass, looking east.",,E,49.181979 ,-122.735003 
https://images.drivebc.ca/bchighwaycam/pub/html/www/906.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/906.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/906.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=906,906,1,Fraser Valley,Hwy 1 at 176 Street - S,"Highway 1 at 176 Street overpass, looking south.",,S,49.181979 ,-122.735003 
https://images.drivebc.ca/bchighwaycam/pub/html/www/907.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/907.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/907.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=907,907,101,Sunshine Coast,Gibsons Bypass - NE,"Highway 101 at top of Gibsons Bypass at Stewart Road, looking northeast.",,NE,49.427141 ,-123.508385 
https://images.drivebc.ca/bchighwaycam/pub/html/www/908.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/908.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/908.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=908,908,101,Sunshine Coast,Gibsons Bypass - S,"Highway 101 at top of Gibsons Bypass at Stewart Road, looking south.",,S,49.427141 ,-123.508385 
https://images.drivebc.ca/bchighwaycam/pub/html/www/909.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/909.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/909.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=909,909,1,Vancouver Island,Okotoks - S,"Highway 1 at Okotoks Road, looking south.",,S,48.532350 ,-123.560143 
https://images.drivebc.ca/bchighwaycam/pub/html/www/910.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/910.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/910.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=910,910,1,Vancouver Island,Okotoks - N,"Highway 1 at Okotoks Road, looking north.",,N,48.532350 ,-123.560143 
https://images.drivebc.ca/bchighwaycam/pub/html/www/911.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/911.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/911.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=911,911,19,,Nanoose Rest Area - N,"Highway 19 at the Nanoose Rest Area, looking north.",,N,49.253444 ,-124.172072 
https://images.drivebc.ca/bchighwaycam/pub/html/www/912.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/912.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/912.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=912,912,1,Trans Canada Highway,Alexandra Bridge - N,"Highway 1 at Alexandra Bridge, looking north.",,N,49.699829 ,-121.410981 
https://images.drivebc.ca/bchighwaycam/pub/html/www/913.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/913.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/913.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=913,913,1,Trans Canada Highway,Alexandra Bridge - S,"Highway 1 at Alexandra Bridge, looking south.",,S,49.699829 ,-121.410981 
https://images.drivebc.ca/bchighwaycam/pub/html/www/914.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/914.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/914.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=914,914,43,,Elkford - N,"Highway 43 at Fording River Road in Elkford, looking north.",,N,50.021677 ,-114.916704 
https://images.drivebc.ca/bchighwaycam/pub/html/www/915.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/915.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/915.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=915,915,14,,Sooke - E,"Highway 14 at Lazzar Road near Sooke, looking east.",,E,48.387742 ,-123.698728 
https://images.drivebc.ca/bchighwaycam/pub/html/www/916.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/916.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/916.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=916,916,9,,Rosedale Overhead - N,"Hwy 9, at the north end of Rosedale Overhead, looking north.",,N,49.196879 ,-121.778416 
https://images.drivebc.ca/bchighwaycam/pub/html/www/917.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/917.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/917.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=917,917,9,,Rosedale Overhead - S,"Hwy 9, at the north end of Rosedale Overhead, looking south.",,S,49.196879 ,-121.778416 
https://images.drivebc.ca/bchighwaycam/pub/html/www/918.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/918.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/918.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=918,918,1,Fraser Valley,Herrling Island Overpass - N,"Highway 1 at Herrling Island overpass, looking north.",,N,49.256912 ,-121.679211 
https://images.drivebc.ca/bchighwaycam/pub/html/www/919.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/919.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/919.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=919,919,1,Fraser Valley,Herrling Island Overpass - W,"Highway 1 westbound at Herrling Island overpass, looking west.",,W,49.256912 ,-121.679211 
https://images.drivebc.ca/bchighwaycam/pub/html/www/920.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/920.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/920.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=920,920,1,Fraser Valley,Herrling Island Overpass - E,"Highway 1 westbound at Herrling Island overpass, looking east.",,E,49.256912 ,-121.679211 
https://images.drivebc.ca/bchighwaycam/pub/html/www/921.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/921.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/921.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=921,921,1,Fraser Valley,Herrling Island Overpass - S,"Highway 1 at Herrling Island overpass, looking south.",,S,49.256912 ,-121.679211 
https://images.drivebc.ca/bchighwaycam/pub/html/www/922.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/922.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/922.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=922,922,97,Southern Interior Region,Monte Creek Brake Check - N,"Highway 97 at the Monte Creek brake check, looking north.",,N,50.632784 ,-119.932911 
https://images.drivebc.ca/bchighwaycam/pub/html/www/923.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/923.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/923.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=923,923,97,Southern Interior Region,Monte Creek Brake Check - S,"Highway 97 at the Monte Creek brake check, looking south.",,S,50.632784 ,-119.932911 
https://images.drivebc.ca/bchighwaycam/pub/html/www/924.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/924.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/924.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=924,924,97,Northern Region,Salmon Valley Road - N,"Highway 97 at Salmon Valley Road north of Prince George, looking north.",,N,54.098464 ,-122.674772 
https://images.drivebc.ca/bchighwaycam/pub/html/www/925.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/925.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/925.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=925,925,97,Northern Region,Salmon Valley Road - S,"Highway 97 at Salmon Valley Road north of Prince George, looking south.",,S,54.098464 ,-122.674772 
https://images.drivebc.ca/bchighwaycam/pub/html/www/926.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/926.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/926.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=926,926,1,Vancouver Island,Tunnel Hill - N,"Highway 1 at Tunnel Hill on the Malahat, looking north.",,N,48.507134 ,-123.556923 
https://images.drivebc.ca/bchighwaycam/pub/html/www/927.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/927.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/927.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=927,927,1,Vancouver Island,Tunnel Hill - S,"Highway 1 at Tunnel Hill on the Malahat, looking south.",,S,48.507134 ,-123.556923 
https://images.drivebc.ca/bchighwaycam/pub/html/www/928.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/928.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/928.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=928,928,3,,Elko - W,"Highway 3 about 1 km west of Elko at Highway 93 junction, looking west.",,W,49.293776 ,-115.125579 
https://images.drivebc.ca/bchighwaycam/pub/html/www/929.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/929.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/929.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=929,929,3,,Elko - E,"Highway 3 about 1 km west of Elko at Highway 93 junction, looking east.",,E,49.293776 ,-115.125579 
https://images.drivebc.ca/bchighwaycam/pub/html/www/930.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/930.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/930.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=930,930,3,,Elko - S,"Highway 3 about 1 km west of Elko at Highway 93 junction, looking south.",,S,49.293776 ,-115.125579 
https://images.drivebc.ca/bchighwaycam/pub/html/www/931.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/931.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/931.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=931,931,1,Vancouver Island,Tillicum - N,"Highway 1 at Tillicum Road, looking north.",,N,48.457936 ,-123.390318 
https://images.drivebc.ca/bchighwaycam/pub/html/www/932.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/932.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/932.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=932,932,1,Vancouver Island,Tillicum - W,"Highway 1 at Tillicum Road, looking west.",,W,48.457936 ,-123.390318 
https://images.drivebc.ca/bchighwaycam/pub/html/www/933.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/933.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/933.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=933,933,1,Vancouver Island,Tillicum - E,"Highway 1 at Tillicum Road, looking east.",,E,48.457936 ,-123.390318 
https://images.drivebc.ca/bchighwaycam/pub/html/www/934.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/934.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/934.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=934,934,1,Vancouver Island,Tillicum - S,"Highway 1 at Tillicum Road, looking south.",,S,48.457936 ,-123.390318 
https://images.drivebc.ca/bchighwaycam/pub/html/www/935.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/935.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/935.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=935,935,3A,Kaleden to Keremeos,Yellow Lake - W,"Highway 3A (Kaleden to Keremeos) near Sheep Creek Road, looking west.",,W,49.342470 ,-119.728460 
https://images.drivebc.ca/bchighwaycam/pub/html/www/936.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/936.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/936.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=936,936,16,,Fort Fraser Hills,"Highway 16 about 5 km east of Fort Fraser, looking east.",,E,54.055790 ,-124.477700 
https://images.drivebc.ca/bchighwaycam/pub/html/www/937.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/937.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/937.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=937,937,43,,Elkford - W,"Highway 43 at Fording River Road in Elkford, looking west.",,W,50.021677 ,-114.916704 
https://images.drivebc.ca/bchighwaycam/pub/html/www/938.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/938.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/938.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=938,938,43,,Elkford - E,"Highway 43 at Fording River Road in Elkford, looking east.",,E,50.021677 ,-114.916704 
https://images.drivebc.ca/bchighwaycam/pub/html/www/939.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/939.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/939.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=939,939,43,,Elkford - S,"Highway 43 at Fording River Road in Elkford, looking south.",,S,50.021677 ,-114.916704 
https://images.drivebc.ca/bchighwaycam/pub/html/www/940.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/940.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/940.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=940,940,97,Northern Region,Salmon Valley Road - E,"Highway 97 at Salmon Valley Road north of Prince George, looking east.",,E,54.098464 ,-122.674772 
https://images.drivebc.ca/bchighwaycam/pub/html/www/941.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/941.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/941.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=941,941,3,,Mount Kobau - W,"Highway 3 next to Conifryd Lake, looking west.",,W,49.084643 ,-119.576113 
https://images.drivebc.ca/bchighwaycam/pub/html/www/942.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/942.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/942.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=942,942,3,,Mount Kobau - E,"Highway 3 next to Conifryd Lake, looking east.",,E,49.084643 ,-119.576113 
